,instructor,course,term,avg_grade,avg_hours,student_learning_rating,course_structure_rating,class_environment_rating,num_enrolled,resp_rate
201,"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (C),FA17,,-1,3.5,-1.0,-1.0,-1,-0.01
202,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (B),SP17,,-1,1.64,-1.0,-1.0,-1,-0.01
203,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (A),WI17,,4.00 (A),0.5,-1.0,-1.0,-1,-0.01
204,"Alvarado, Christine J.",CSE 191 - Semnr/Computer Sci & Engineer (B),FA16,,3.15 (B),8.25,-1.0,-1.0,-1,-0.01
205,"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (C),FA16,,-1,5.5,-1.0,-1.0,-1,-0.01
206,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (D),FA16,,3.93 (A-),0.7,-1.0,-1.0,-1,-0.01
207,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (B),SP16,,-1,1.7,-1.0,-1.0,-1,-0.01
208,"Gaasterland, Theresa",CSE 191 - Semnr/Computer Sci & Engineer (C),SP16,,3.93 (A-),1.83,-1.0,-1.0,-1,-0.01
209,"Micciancio, Daniele",CSE 191 - Semnr/Computer Sci & Engineer (E),SP16,,-1,1.17,-1.0,-1.0,-1,-0.01
210,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (A),WI16,,3.00 (B),1.5,-1.0,-1.0,-1,-0.01
211,"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (B),WI16,,-1,6.5,-1.0,-1.0,-1,-0.01
212,"Alvarado, Christine J.",CSE 191 - Semnr/Computer Sci & Engineer (A),FA15,,-1,4.5,-1.0,-1.0,-1,-0.01
213,"Alvarado, Christine J.",CSE 191 - Semnr/Computer Sci & Engineer (B),FA15,,-1,4.0,-1.0,-1.0,-1,-0.01
214,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (C),FA15,,-1,0.5,-1.0,-1.0,-1,-0.01
215,"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (D),FA15,,-1,9.0,-1.0,-1.0,-1,-0.01
216,"Bellare, Mihir",CSE 191 - Semnr/Computer Sci & Engineer (A),SP15,,-1,5.7,-1.0,-1.0,-1,-0.01
217,"Gaasterland, Theresa",CSE 191 - Semnr/Computer Sci & Engineer (B),SP15,,3.92 (A-),1.04,-1.0,-1.0,-1,-0.01
218,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (C),SP15,,4.00 (A),0.5,-1.0,-1.0,-1,-0.01
219,"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (D),SP15,,-1,7.17,-1.0,-1.0,-1,-0.01
220,"Micciancio, Daniele",CSE 191 - Semnr/Computer Sci & Engineer (E),SP15,,-1,2.5,-1.0,-1.0,-1,-0.01
221,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (A),WI15,,3.55 (B+),0.68,-1.0,-1.0,-1,-0.01
222,"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (B),WI15,,-1,10.5,-1.0,-1.0,-1,-0.01
223,"Alvarado, Christine J.",CSE 191 - Semnr/Computer Sci & Engineer (A),FA14,,-1,5.25,-1.0,-1.0,-1,-0.01
224,"Gaasterland, Theresa",CSE 191 - Semnr/Computer Sci & Engineer (C),SP14,,3.94 (A-),1.11,-1.0,-1.0,-1,-0.01
225,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (D),SP14,,3.56 (B+),0.5,-1.0,-1.0,-1,-0.01
226,"Alvarado, Christine J.",CSE 191 - Semnr/Computer Sci & Engineer (E),SP14,,3.81 (A-),5.5,-1.0,-1.0,-1,-0.01
227,"Kunin, Jay Stuart",CSE 191 - Semnr/Computer Sci & Engineer (A),WI14,,-1,7.3,-1.0,-1.0,-1,-0.01
228,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (B),WI14,,4.00 (A),0.67,-1.0,-1.0,-1,-0.01
229,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (B),FA13,,-1,0.5,-1.0,-1.0,-1,-0.01
230,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (B),SP13,,-1,0.79,-1.0,-1.0,-1,-0.01
231,"Gaasterland, Theresa",CSE 191 - Semnr/Computer Sci & Engineer (C),SP13,,3.97 (A-),1.5,-1.0,-1.0,-1,-0.01
232,"Lee, Cynthia Bailey",CSE 191 - Semnr/Computer Sci & Engineer (D),SP13,,-1,1.83,-1.0,-1.0,-1,-0.01
233,"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (A),WI13,,3.86 (A-),0.5,-1.0,-1.0,-1,-0.01
234,"Gaasterland, Theresa",CSE 191   - Semnr/Computer Sci & Engineer  (B),SP12,,4.00 (A),2.35,-1.0,-1.0,-1,-0.01
235,"Griswold, William G.",CSE 191   - Semnr/Computer Sci & Engineer  (A),FA11,,-1,1.0,-1.0,-1.0,-1,-0.01
236,"Huang, Ruanqianqian",CSE 193 - Introduction to CS Research (A00),FA23,3.8,8.62,4.43,4.56,4.72,53,0.5472
237,"Munyaka, Imani N. S.","CSE 194 - Race, Gender & Computing (A00)",FA23,3.59,6.25,3.49,3.23,4.15,47,0.3404
238,"Martin Sandino, Amanda Maria Yoland","CGS 2A - Intro/CGS: Key Terms, Concepts (A00)",FA23,3.83,5.08,4.44,4.42,4.59,111,0.5586
239,"Huang, Ningning","CGS 2A - Intro/CGS: Key Terms, Concepts (A00)",S123,3.69,5.59,4.31,4.3,4.71,35,0.4857
240,"Whitley, Leila Marie",CGS 2B - Intro/CGS:Social Formations (A00),WI24,3.53,4.10,4.47,4.28,4.47,56,0.35710000000000003
241,"Wesling, Megan E.",CGS 87 - First-year Seminar (A00),SP24,,1.50,5.0,4.23,4.83,8,0.5
242,"Perez, Roy",CGS 100A - Conceptualizing Gndr: Theories (A00),FA23,3.71,6.15,4.71,4.54,4.77,30,0.4333
243,"Whitley, Leila Marie",CGS 100B - Conceptualizing Gndr: Methods (A00),SP24,3.71,4.50,4.91,4.88,4.91,32,0.25
244,"Werner, Bradley T.",CGS 101 - Gender & Globalization (A00),WI24,3.89,4.67,4.8,4.71,4.75,32,0.40630000000000005
245,"Gushiken, Gregory Seiichi Pom",CGS 101 - Gender & Globalization (A00),S123,4.0,6.67,4.5,4.58,4.5,18,0.16670000000000001
246,"Whitley, Leila Marie",CGS 105 - Queer Theory (A00),WI24,3.6,4.30,4.72,4.54,4.76,66,0.34850000000000003
247,"Wesling, Megan E.",CGS 105 - Queer Theory (A00),S223,3.76,6.25,4.75,4.25,4.56,27,0.1481
248,"Whitley, Leila Marie",CGS 106 - Gender & the Law (A00),FA23,3.53,5.53,4.53,4.51,4.68,41,0.46340000000000003
249,"Schaffer, Max Benjamin","CGS 108 - Gender, Race, & Artificial Int (A00)",S223,4.0,6.25,4.81,4.84,4.9,9,0.8889
250,"Whitley, Leila Marie",CGS 109 - Sexual Violence (A00),SP24,3.66,4.75,5.0,4.88,4.78,22,0.3636
251,"Martin Sandino, Amanda Maria Yoland",CGS 111 - Gender and the Body (A00),WI24,3.94,3.07,4.47,4.51,4.62,45,0.6667000000000001
252,"Martin Sandino, Amanda Maria Yoland",CGS 112 - Sexuality & Nation (A00),SP24,3.74,2.83,3.83,3.98,4.43,28,0.4286
253,"McFee, Rochelle Alexia",CGS 112 - Sexuality & Nation (A00),S123,3.94,5.79,4.19,4.08,4.29,16,1.1875
254,"Martin Sandino, Amanda Maria Yoland",CGS 113 - Gender & Sexuality in the Arts (A00),WI24,3.65,2.25,4.47,4.47,4.54,32,0.2813
255,"Martin Sandino, Amanda Maria Yoland",CGS 113 - Gender & Sexuality in the Arts (A00),FA23,3.65,6.67,4.78,4.75,4.85,21,0.4286
256,"Steelman, Katherine Wallis","CGS 114 - Gender,Race,Ethnicity & Class (A00)",SP24,4.0,4.33,4.71,4.67,4.71,19,0.36840000000000006
257,"Pierce, India",CGS 116 - Feminist Social Movements (A00),SP24,3.73,3.22,4.81,4.64,4.83,22,0.40909999999999996
258,"Martin Sandino, Amanda Maria Yoland",CGS 117 - Transgenderisms (A00),SP24,3.76,3.17,4.46,4.48,4.61,20,0.6
259,"Hankins, Joseph D.",CGS 118 - Gender and Incarceration (A00),SP24,3.62,4.43,4.71,4.21,4.64,29,0.2414
260,"Kim, Joo Ok",CGS 119 - Asian American Film and Media (A00),WI24,3.76,3.22,4.67,4.58,4.58,28,0.3214
261,"Beardsley, Steven Thomas",CGS 119 - Asian American Film and Media (A00),S223,3.0,7.50,3.81,3.06,3.4,10,0.4
262,"Dwyer, Rose Smucker",CGS 120 - Capitalism & Gender (A00),S223,2.97,6.15,4.56,4.5,4.56,12,1.0833
263,"Whitley, Leila Marie",CGS 121 - Topics:Critical Gender Studies (A00),FA23,3.88,5.00,4.75,4.8,4.75,13,0.3846
264,"Whitley, Leila Marie",CGS 123 - Gender & Reproductive Politics (A00),WI24,3.93,3.40,4.6,4.23,4.53,32,0.3125
265,"Martin Sandino, Amanda Maria Yoland",CGS 125 - Women of Color Writers (A00),WI24,3.6,3.22,4.81,4.89,4.89,15,0.6
266,"Whitley, Leila Marie",CGS 128 - Transnational Feminisms (A00),SP24,4.0,4.00,4.81,4.87,4.81,15,0.26670000000000005
267,"Martin Sandino, Amanda Maria Yoland",CGS 130 - Queer Performativity (A00),FA23,3.95,5.00,4.88,4.91,4.88,15,0.4
268,"Martin Sandino, Amanda Maria Yoland",CGS 137 - Latina Issues & Cultural Prod. (A00),SP24,3.86,4.20,4.6,4.47,4.82,21,0.47619999999999996
269,"Taylor-Garcia, Daphne","CGS 150 - Visuality, Sexuality, and Race (A00)",SP24,3.57,4.50,5.0,5.0,5.0,9,0.44439999999999996
270,"Taylor-Garcia, Daphne","CGS 150 - Visuality, Sexuality, and Race (A00)",SP23,3.28,5.83,4.48,4.71,5.0,14,0.4286
271,"Perez, Roy",CGS 187 - Latinx Sexualities (A00),FA23,3.31,5.00,4.67,4.58,4.83,14,0.2143
272,"Kaplan, Sara Clarke",CGS 190 - Honors Seminar (A),FA18,,-1,16.5,-1.0,-1.0,-1,-0.01
273,"Kaplan, Sara Clarke",CGS 190 - Honors Seminar (A),FA17,,-1,8.5,-1.0,-1.0,-1,-0.01
274,"el Tayeb, Fatima",CGS 190 - Honors Seminar (A),FA15,,-1,5.83,-1.0,-1.0,-1,-0.01
275,"Anderson, Patrick W.",CGS 190 - Honors Seminar (A),FA12,,-1,5.17,-1.0,-1.0,-1,-0.01
276,"Anderson, Patrick W.",CGS 190   - Honors Seminar                 (A),FA11,,-1,5.3,-1.0,-1.0,-1,-0.01
277,"Yoneyama, Lisa",CGS 190 - Honors Seminar                 (A),FA10,,-1,9.3,-1.0,-1.0,-1,-0.01
278,"Algaze, Guillermo","CAT 1 - Culture, Art, and Technology 1 (A00)",FA23,3.56,5.29,3.9,3.91,4.4,223,0.5381
279,"Bronstein, Phoebe Malan","CAT 1 - Culture, Art, and Technology 1 (B00)",FA23,3.8,5.61,4.22,4.2,4.6,255,0.9098
280,"Patterson, Patrick H.","CAT 1 - Culture, Art, and Technology 1 (C00)",FA23,3.45,6.47,3.89,3.95,4.52,256,0.5703
281,"Bigham, David Joseph","CAT 1 - Culture, Art, and Technology 1 (D00)",FA23,3.73,5.57,4.04,4.27,4.55,192,0.4115
282,"Yoldas, Pinar","CAT 2 - Culture, Art, and Technology 2 (A00)",WI24,3.86,3.48,3.85,3.85,4.12,224,0.3929
283,"Bronstein, Phoebe Malan","CAT 2 - Culture, Art, and Technology 2 (B00)",WI24,3.7,4.30,3.91,4.0,4.36,255,0.9216
284,"Marchisotto, Jennifer Anne","CAT 2 - Culture, Art, and Technology 2 (C00)",WI24,3.56,4.86,4.07,4.08,4.38,222,0.6261
285,"Bronstein, Phoebe Malan","CAT 2 - Culture, Art, and Technology 2 (D00)",WI24,3.73,4.68,3.7,3.84,4.21,191,0.8743000000000001
286,"Popko, Elizabeth Ashley",CAT 2CE - Writing and Community 1 (A00),WI24,3.79,6.83,4.67,4.68,4.71,24,0.5417000000000001
287,"Glaser, Amelia","CAT 3 - Culture, Art, and Technology 3 (A00)",SP24,3.8,4.28,3.87,3.84,4.36,217,0.39630000000000004
288,"Porter, Lisa","CAT 3 - Culture, Art, and Technology 3 (B00)",SP24,3.73,4.20,4.15,4.18,4.44,210,0.2429
289,"Marchisotto, Jennifer Anne","CAT 3 - Culture, Art, and Technology 3 (C00)",SP24,3.65,4.40,3.78,4.05,4.4,275,0.3273
290,"Rahimi, Babak","CAT 3 - Culture, Art, and Technology 3 (D00)",SP24,3.91,3.62,4.13,4.18,4.39,184,0.2826
291,"Gumm, Elizabeth Ashley","CAT 3 - Culture, Art, and Technology 3 (C00)",SP23,3.73,5.62,4.04,4.11,4.49,224,0.6204999999999999
292,"Bronstein, Phoebe Malan","CAT 3 - Culture, Art, and Technology 3 (E00)",SP23,3.8,7.38,4.61,4.61,4.76,23,0.913
293,"Bronstein, Phoebe Malan",CAT 3CE - Writing and Community 2 (A00),SP24,3.85,4.70,4.68,4.59,4.84,22,0.9091
294,"Bronstein, Phoebe Malan",CAT 87 - Freshman Seminar (A00),SP24,,2.00,5.0,5.0,4.95,15,0.7333
295,"Geibel, William",CAT 90 - Experiential Learning Seminar (A00),FA23,,5.00,4.58,4.72,4.78,15,0.6
296,"Knight, Amy",CAT 124 - Sixth College Practicum (C00),WI24,3.44,5.75,4.75,4.81,4.88,9,0.8889
297,"Geibel, William",CAT 124 - Sixth College Practicum (D00),WI24,3.5,5.80,4.29,4.38,4.25,9,0.6667000000000001
298,"Knight, Amy",CAT 124 - Sixth College Practicum (A00),FA23,4.0,5.00,4.94,4.88,4.94,4,1.0
299,"Rose, Becca Rae",CAT 124 - Sixth College Practicum (B00),FA23,3.91,5.00,5.0,4.88,4.88,12,0.3333
300,"Westerfeld, Kevin John",CAT 124 - Sixth College Practicum (A00),S223,3.96,5.00,4.75,4.88,4.89,16,0.5625
301,"Rose, Becca Rae",CAT 124 - Sixth College Practicum (A00),S123,3.94,6.67,4.64,4.58,4.67,14,0.2143
302,"Geibel, William",CAT 124RS - Sixth Practicum Online GS (A00),S323,4.0,6.58,3.95,4.05,4.4,22,0.8636
303,"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.66,2.33,5.0,5.0,5.0,15,0.2
304,"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.73,4.67,4.71,4.79,4.92,19,0.31579999999999997
305,"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.7,3.40,4.53,4.55,4.5,20,0.25
306,"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm,SP24,2.74,3.67,4.5,4.83,4.67,3,1.0
307,"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.53,3.00,4.39,4.43,4.81,12,0.9167000000000001
308,"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.59,4.17,4.63,4.58,4.6,20,0.6
309,"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.19,4.00,4.19,4.5,4.44,18,0.2778
310,"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.43,4.20,3.8,4.0,4.6,20,0.25
311,"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.58,7.00,3.69,4.13,4.25,17,0.2353
312,"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.84,2.86,4.59,4.48,4.71,19,0.7368000000000001
313,"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.79,2.80,4.25,4.1,4.65,17,0.5882000000000001
314,"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.72,3.89,4.31,4.28,4.33,10,0.9
315,"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.84,4.00,4.69,4.63,4.75,17,0.4706
316,"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm,SP24,3.92,4.33,4.46,4.36,4.48,7,0.8571
317,"Delaville, Romain",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.33,2.71,4.5,4.64,4.89,20,0.35000000000000003
318,"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.73,6.50,4.44,4.6,4.75,19,0.21050000000000002
319,"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.57,2.67,4.58,4.46,4.67,20,0.3
320,"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.71,3.00,4.78,4.85,4.79,20,0.35000000000000003
321,"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.93,3.38,4.36,4.62,4.61,20,0.8
322,"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.88,3.71,4.36,4.57,4.73,17,0.8235
323,"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm,WI24,2.76,3.80,4.05,4.24,4.68,16,0.625
324,"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.65,4.60,3.85,4.0,4.37,19,0.7895000000000001
325,"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.65,4.25,4.37,4.36,4.51,20,0.8
326,"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.57,3.00,4.17,4.25,4.58,14,0.2143
327,"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.62,3.80,4.1,4.25,4.5,16,0.3125
328,"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.61,3.00,4.5,4.55,4.75,18,0.2778
329,"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.23,3.67,3.67,4.0,4.42,17,0.1765
330,"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.48,4.20,4.3,4.4,4.65,5,1.0
331,"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.43,5.00,4.83,4.83,4.92,4,0.75
332,"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.87,3.57,4.43,4.52,4.62,20,0.7000000000000001
333,"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.86,3.25,4.45,4.28,4.59,20,0.8
334,"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.71,3.80,4.05,4.05,4.45,19,0.2632
335,"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.72,4.11,4.05,4.03,4.3,19,0.5263
336,"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm,WI24,3.91,3.67,4.79,4.75,4.92,19,0.31579999999999997
337,"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (A00),FA23,3.36,6.00,3.72,3.63,4.33,20,0.75
338,"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (B00),FA23,3.71,5.00,4.09,4.0,4.29,19,0.42110000000000003
339,"Vanderschuit, Maya Alysia",CAT 125 - Public Rhetoric & Prac Comm (C00),FA23,3.79,5.00,4.36,4.31,4.59,17,0.8235
340,"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm (D00),FA23,3.74,5.00,4.17,4.36,4.58,20,0.15
341,"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm (E00),FA23,3.86,5.00,4.21,4.08,4.5,20,0.3
342,"Morales, Celeste Georgianna",CAT 125 - Public Rhetoric & Prac Comm (F00),FA23,3.26,5.71,3.71,3.57,3.89,20,0.35000000000000003
343,"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (G00),FA23,3.69,5.00,4.14,4.3,4.5,19,0.42110000000000003
344,"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (H00),FA23,3.62,5.91,4.5,4.47,4.61,20,0.55
345,"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (I00),FA23,3.91,5.67,4.5,4.63,4.75,19,0.7895000000000001
346,"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (J00),FA23,3.88,5.00,4.72,4.81,4.63,20,0.4
347,"Bigham, David Joseph",CAT 125 - Public Rhetoric & Prac Comm (K00),FA23,3.88,5.00,4.68,4.86,4.83,20,0.5
348,"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm (L00),FA23,3.79,4.69,4.36,4.31,4.63,20,0.8
349,"Tosun, Adriana",CAT 125 - Public Rhetoric & Prac Comm (M00),FA23,3.81,5.00,4.44,4.49,4.81,20,0.9
350,"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (N00),FA23,3.94,5.83,3.67,3.54,3.78,20,0.3
351,"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (O00),FA23,3.73,5.00,4.05,4.1,4.55,20,0.5
352,"Irwin, Matthew Joseph",CAT 125 - Public Rhetoric & Prac Comm (P00),FA23,3.61,5.91,3.84,4.09,4.4,19,0.5789
353,"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (Q00),FA23,3.93,5.56,4.57,4.51,4.56,20,0.9
354,"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (R00),FA23,3.76,5.33,4.47,4.75,4.9,20,0.75
355,"Marchisotto, Jennifer Anne",CAT 125 - Public Rhetoric & Prac Comm (A00),S223,3.92,5.45,4.67,4.84,4.89,20,0.55
356,"Delaville, Romain",CAT 125 - Public Rhetoric & Prac Comm (A00),S123,3.81,7.00,3.9,4.15,4.1,17,0.29410000000000003
357,"Rose, Becca Rae",CAT 125 - Public Rhetoric & Prac Comm (C00),S123,3.69,5.83,4.58,4.75,4.88,19,0.31579999999999997
358,"Bronstein, Phoebe Malan",CAT 125GS - Public Rhetoric & Prac Comm GS (A00),S123,4.0,5.50,4.85,4.9,4.92,14,0.7143
359,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (A00),SP24,3.42,4.33,4.37,4.51,4.75,19,0.7895000000000001
360,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (B00),SP24,3.43,4.07,4.33,4.39,4.64,20,0.75
361,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (C00),SP24,3.53,5.57,4.13,3.9,4.59,16,0.5
362,"Tosun, Adriana",CAT 125R - Pub Rhet & Prac Comm Online (D00),SP24,3.89,3.00,4.15,4.15,4.41,20,0.35000000000000003
363,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (E00),SP24,3.58,3.67,4.68,4.57,4.89,19,0.31579999999999997
364,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (F00),SP24,3.62,6.20,4.7,4.9,4.9,19,0.2632
365,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (G00),SP24,3.93,3.29,5.0,4.89,5.0,19,0.36840000000000006
366,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (A00),WI24,3.97,3.25,4.23,4.03,4.34,20,0.4
367,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (B00),WI24,3.94,3.25,4.56,4.58,4.61,20,0.4
368,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (C00),WI24,3.94,4.43,4.71,4.5,4.68,20,0.35000000000000003
369,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (D00),WI24,3.42,4.08,4.25,4.25,4.37,20,0.65
370,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (E00),WI24,3.18,4.00,4.15,3.95,4.3,18,0.5556
371,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (F00),WI24,3.35,5.00,4.18,4.14,4.37,19,0.7368000000000001
372,"Tosun, Adriana",CAT 125R - Pub Rhet & Prac Comm Online (G00),WI24,3.72,3.80,4.53,4.44,4.68,19,0.5263
373,"Tosun, Adriana",CAT 125R - Pub Rhet & Prac Comm Online (A00),FA23,3.76,5.00,4.54,4.64,4.74,20,0.85
374,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (B00),FA23,3.94,5.00,4.58,4.68,4.8,20,0.55
375,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (C00),FA23,3.94,5.56,4.56,4.53,4.58,20,0.45
376,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (D00),FA23,3.42,5.00,4.32,4.41,4.62,19,0.7368000000000001
377,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (E00),FA23,3.14,5.00,4.01,3.87,4.43,20,0.85
378,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (F00),FA23,3.34,5.29,3.81,3.85,4.26,20,0.85
379,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (G00),FA23,3.9,5.00,4.45,4.3,4.55,19,0.2632
380,"Smith, Lauryn Alissa",CAT 125R - Pub Rhet & Prac Comm Online (A00),S223,3.28,5.83,4.25,4.49,4.54,20,0.6
381,"Irwin, Matthew Joseph",CAT 125R - Pub Rhet & Prac Comm Online (C00),S223,3.91,6.67,4.71,4.71,4.58,20,0.3
382,"Irwin, Matthew Joseph",CAT 125R - Pub Rhet & Prac Comm Online (A00),S123,3.89,6.67,4.0,4.0,4.06,18,0.5
383,"Hyland, Tina Mae",CAT 125R - Pub Rhet & Prac Comm Online (C00),S123,3.94,5.83,4.35,4.52,4.67,19,0.31579999999999997
384,"Vanderschuit, Maya Alysia",CAT 125R - Pub Rhet & Prac Comm Online (D00),S123,3.78,6.25,4.48,4.21,4.37,19,0.6315999999999999
385,"Vanderschuit, Maya Alysia",CAT 125R - Pub Rhet & Prac Comm Online (F00),S123,3.53,5.00,4.19,3.81,4.13,19,0.21050000000000002
386,"Geibel, William",CAT 125RS - Pub Rhet & Prac Comm Online GS (A00),S323,3.84,7.50,3.87,3.96,4.36,22,0.8181999999999999
387,"Tiefenbruck, Janine LoBue",DSC 10 - Principles of Data Science (A00),SP24,3.22,7.60,4.45,4.22,4.57,40,0.525
388,"Tiefenbruck, Janine LoBue",DSC 10 - Principles of Data Science (B00),SP24,3.03,8.45,4.41,4.06,4.51,73,0.6437999999999999
389,"Tiefenbruck, Janine LoBue",DSC 10 - Principles of Data Science (C00),SP24,2.9,7.89,4.45,4.29,4.5,81,0.6173
390,"Tiefenbruck, Janine LoBue",DSC 10 - Principles of Data Science (A00),WI24,3.25,8.41,4.4,4.05,4.51,56,0.7857
391,"Tiefenbruck, Janine LoBue",DSC 10 - Principles of Data Science (B00),WI24,3.13,7.39,4.41,4.09,4.53,87,0.6207
392,"Tiefenbruck, Janine LoBue",DSC 10 - Principles of Data Science (C00),WI24,2.93,8.55,4.36,3.99,4.41,67,0.6866
393,"Tiefenbruck, Janine LoBue",DSC 10 - Principles of Data Science (A00),FA23,3.25,8.10,4.42,4.03,4.52,137,0.7664
