,instructor,course,term,avg_grade,avg_hours,student_learning_rating,course_structure_rating,class_environment_rating,num_enrolled,resp_rate
202,"Shing, P. Benson",SE 151B  - Design of Structural Concrete  (A),SP08,,2.81 (B-),9.28,-1.0,-1.0,-1,-0.01
203,"Palermo, Alessandro",SE 154 - Design of Timber Structures (A00),WI24,2.83,10.56,3.4,3.09,3.84,47,0.3404
204,"Adams, Dave Kenneth",SE 154 - Design of Timber Structures (A00),S223,3.23,8.33,4.75,4.67,4.78,34,0.2647
205,"Kosmatka, John B",SE 160A - Aerospace Structural Mechs I (A00),WI24,2.67,11.78,2.9,2.33,3.31,151,0.33770000000000006
206,"Kim, Hyunsun Alicia",SE 160B - Aerospace Structural Mechs II (A00),SP24,2.89,5.13,3.01,3.37,4.06,67,0.4925
207,"Lanza Di Scalea, Francesco",SE 163 - Nondestructive Evaluation (A00),FA23,3.38,6.88,4.63,4.34,4.63,10,0.8
208,"Loh, Kenneth J. H.",SE 164 - Sensors/Data Acquisition SE (A),FA22,,-1,6.5,-1.0,-1.0,-1,-0.01
209,"Loh, Kenneth J. H.",SE 164 - Sensors/Data Acquisition SE (A),FA21,,-1,8.5,-1.0,-1.0,-1,-0.01
210,"Loh, Kenneth J. H.",SE 164 - Sensors/Data Acquisition SE (A),WI21,,-1,7.23,-1.0,-1.0,-1,-0.01
211,"Loh, Kenneth J. H.",SE 164 - Sensors/Data Acquisition SE (A),FA19,,-1,8.0,-1.0,-1.0,-1,-0.01
212,"Loh, Kenneth J. H.",SE 164 - Sensors/Data Acquisition SE (B),FA17,,-1,5.0,-1.0,-1.0,-1,-0.01
213,"Farrar, Charles R.",SE 165 - Structural Health Monitoring (A),SP21,,-1,11.7,-1.0,-1.0,-1,-0.01
214,"Farrar, Charles R.",SE 165 - Structural Health Monitoring (A),SP18,,-1,10.5,-1.0,-1.0,-1,-0.01
215,"Farrar, Charles R.",SE 165 - Structural Health Monitoring (A),SP16,,-1,5.5,-1.0,-1.0,-1,-0.01
216,"Chadha, Mayank",SE 167 - Signal Proc.&Spectral Analysis (A00),WI24,2.93,12.33,4.25,4.55,4.92,7,0.4286
217,"Kim, Hyonny",SE 171 - Aerospace Structures Repair (A00),WI24,3.35,7.00,4.87,4.75,4.94,28,0.1429
218,"Elgamal, Ahmed",SE 180 - Earthquake Engineering (A00),FA23,3.05,8.75,4.81,4.75,4.63,56,0.0714
219,"McCartney, John Scott",SE 181 - Geotechnical Engineering (A00),FA23,3.76,7.14,4.32,4.39,4.46,85,0.0824
220,"Hutchinson, Tara",SE 182 - Foundation Engineering (A00),WI24,3.04,7.22,4.42,4.0,4.19,16,0.5625
221,"Hutchinson, Tara",SE 184 - Ground Improvement (A),SP22,,-1,5.93,-1.0,-1.0,-1,-0.01
222,"Hutchinson, Tara",SE 184 - Ground Improvement (B),SP21,,-1,10.0,-1.0,-1.0,-1,-0.01
223,"Hutchinson, Tara",SE 184 - Ground Improvement (A),SP18,,-1,8.5,-1.0,-1.0,-1,-0.01
224,"Hutchinson, Tara",SE 184 - Ground Improvement (A),SP17,,-1,6.5,-1.0,-1.0,-1,-0.01
225,"Hutchinson, Tara",SE 184 - Ground Improvement (A),SP16,,3.21 (B),9.77,-1.0,-1.0,-1,-0.01
226,"Hutchinson, Tara",SE 184 - Ground Improvement (A),SP14,,-1,8.9,-1.0,-1.0,-1,-0.01
227,"Hutchinson, Tara",SE 184 - Ground Improvement (A),SP13,,-1,5.39,-1.0,-1.0,-1,-0.01
228,"Bishop, Graham",SYN 1 - Communicating/Changing Planet,SP24,3.84,4.41,4.79,4.68,4.84,20,0.9
229,"Iatarola, Briana Marie",SYN 1 - Communicating/Changing Planet,SP24,3.99,3.67,4.54,4.79,4.83,20,0.6
230,"Browne, Emily",SYN 1 - Communicating/Changing Planet,SP24,3.84,3.93,4.62,4.77,4.88,20,0.75
231,"Vega, Adrian",SYN 1 - Communicating/Changing Planet,SP24,3.93,3.73,4.52,4.37,4.41,20,0.55
232,"Browne, Emily",SYN 1 - Communicating/Changing Planet,SP24,3.89,3.95,4.76,4.74,4.78,20,0.9500000000000001
233,"Rock, Martin",SYN 1 - Communicating/Changing Planet,SP24,3.83,4.20,4.05,4.3,4.45,19,0.2632
234,"Rock, Martin",SYN 1 - Communicating/Changing Planet,SP24,3.89,4.75,4.13,3.91,4.34,20,0.4
235,"Iatarola, Briana Marie",SYN 1 - Communicating/Changing Planet,SP24,3.94,3.71,4.57,4.73,4.86,20,0.7000000000000001
236,"Bishop, Graham",SYN 1 - Communicating/Changing Planet,SP24,3.53,4.23,4.81,4.88,4.83,19,0.6842
237,"Bishop, Graham",SYN 1 - Communicating/Changing Planet,SP24,3.84,3.63,4.51,4.61,4.72,20,0.9500000000000001
238,"Gladstein, Jill M",SYN 1 - Communicating/Changing Planet,SP24,3.98,4.20,4.71,4.71,4.71,14,0.4286
239,"Meyer, Leslie Rose",SYN 1 - Communicating/Changing Planet,SP24,3.89,3.89,4.83,4.92,4.89,20,0.45
240,"Rosenberg, Ryan Glenn",SYN 1 - Communicating/Changing Planet,SP24,3.95,3.75,4.69,4.62,4.72,19,0.8421
241,"Rosenberg, Ryan Glenn",SYN 1 - Communicating/Changing Planet,SP24,3.89,3.62,4.67,4.67,4.65,20,0.65
242,"Atkinson, Arthur Laird",SYN 1 - Communicating/Changing Planet,SP24,3.83,4.14,4.5,4.64,4.82,20,0.35000000000000003
243,"Hom, Kirstyn Courtney",SYN 1 - Communicating/Changing Planet,SP24,3.7,4.25,4.19,4.56,4.75,20,0.4
244,"Difruscio, Mark",SYN 1 - Communicating/Changing Planet,SP24,3.95,5.29,4.96,4.93,4.93,20,0.35000000000000003
245,"Hom, Kirstyn Courtney",SYN 1 - Communicating/Changing Planet,SP24,3.93,3.86,4.42,4.46,4.68,20,0.75
246,"Hom, Kirstyn Courtney",SYN 1 - Communicating/Changing Planet,SP24,3.84,3.60,4.28,4.6,4.85,20,0.5
247,"Atkinson, Arthur Laird",SYN 1 - Communicating/Changing Planet,SP24,3.84,4.43,4.75,4.82,4.89,20,0.35000000000000003
248,"Gladstein, Jill M",SYN 1 - Communicating/Changing Planet,SP24,3.95,4.33,4.63,4.45,4.65,15,0.4
249,"Iatarola, Briana Marie",SYN 1 - Communicating/Changing Planet,SP24,3.99,4.00,4.72,4.72,4.81,20,0.4
250,"Birberick, Brittany Celest",SYN 1 - Communicating/Changing Planet,SP24,3.86,4.50,4.59,4.62,4.66,18,0.8889
251,"Birberick, Brittany Celest",SYN 1 - Communicating/Changing Planet,SP24,3.99,3.88,4.67,4.83,4.81,20,0.8
252,"Deavenport, James Cary",SYN 1 - Communicating/Changing Planet,SP24,3.98,2.33,3.58,3.92,4.58,20,0.15
253,"Meyer, Leslie Rose",SYN 1 - Communicating/Changing Planet,SP24,3.95,3.67,4.5,4.57,4.32,20,0.3
254,"Tawater, Hanna Jean",SYN 1 - Communicating/Changing Planet,SP24,3.99,3.82,4.15,4.42,4.44,20,0.85
255,"Tawater, Hanna Jean",SYN 1 - Communicating/Changing Planet,SP24,3.96,4.14,4.63,4.72,4.67,20,0.75
256,"Deavenport, James Cary",SYN 1 - Communicating/Changing Planet,SP24,3.92,4.00,4.72,4.75,4.87,20,0.4
257,"Tawater, Hanna Jean",SYN 1 - Communicating/Changing Planet,SP24,3.95,3.40,4.75,4.75,4.9,20,0.5
258,"Vega, Adrian",SYN 1 - Communicating/Changing Planet,SP24,3.96,5.00,4.7,4.7,4.4,19,0.2632
259,"Rosenberg, Ryan Glenn",SYN 1 - Communicating/Changing Planet,WI24,3.96,3.63,4.7,4.77,4.74,20,0.9500000000000001
260,"Rosenberg, Ryan Glenn",SYN 1 - Communicating/Changing Planet,WI24,3.91,3.50,4.66,4.67,4.66,20,0.85
261,"Bishop, Graham",SYN 1 - Communicating/Changing Planet,WI24,3.87,3.78,4.24,4.4,4.6,20,0.9
262,"Hom, Kirstyn Courtney",SYN 1 - Communicating/Changing Planet,WI24,3.89,3.88,4.16,4.38,4.6,20,0.8
263,"Meyer, Leslie Rose",SYN 1 - Communicating/Changing Planet,WI24,3.89,3.18,4.84,4.82,4.8,20,0.55
264,"Difruscio, Mark",SYN 1 - Communicating/Changing Planet,WI24,3.95,3.82,4.57,4.69,4.75,20,0.85
265,"Gladstein, Jill M",SYN 1 - Communicating/Changing Planet,WI24,3.98,3.50,-1.0,-1.0,-1.0,15,0.26670000000000005
266,"Gladstein, Jill M",SYN 1 - Communicating/Changing Planet,WI24,3.93,3.86,3.9,4.13,4.27,15,0.4667
267,"Rock, Martin",SYN 1 - Communicating/Changing Planet,WI24,3.95,3.53,4.4,4.43,4.58,20,0.75
268,"Rock, Martin",SYN 1 - Communicating/Changing Planet,WI24,3.91,4.22,4.36,4.29,4.61,19,0.9474
269,"Meyer, Leslie Rose",SYN 1 - Communicating/Changing Planet,WI24,3.8,5.60,4.75,4.88,4.9,20,0.5
270,"Rosenberg, Ryan Glenn",SYN 1 - Perspectives/Changing Planet,SP23,3.91,5.38,4.5,4.73,4.76,18,0.7222
271,"Rosenberg, Ryan Glenn",SYN 1 - Perspectives/Changing Planet,SP23,3.85,5.00,4.58,4.73,4.72,20,0.8
272,"Bishop, Graham",SYN 1 - Communicating/Changing Planet,SP24,3.84,4.41,4.79,4.68,4.84,20,0.9
273,"Iatarola, Briana Marie",SYN 1 - Communicating/Changing Planet,SP24,3.99,3.67,4.54,4.79,4.83,20,0.6
274,"Browne, Emily",SYN 1 - Communicating/Changing Planet,SP24,3.84,3.93,4.62,4.77,4.88,20,0.75
275,"Vega, Adrian",SYN 1 - Communicating/Changing Planet,SP24,3.93,3.73,4.52,4.37,4.41,20,0.55
276,"Browne, Emily",SYN 1 - Communicating/Changing Planet,SP24,3.89,3.95,4.76,4.74,4.78,20,0.9500000000000001
277,"Rock, Martin",SYN 1 - Communicating/Changing Planet,SP24,3.83,4.20,4.05,4.3,4.45,19,0.2632
278,"Rock, Martin",SYN 1 - Communicating/Changing Planet,SP24,3.89,4.75,4.13,3.91,4.34,20,0.4
279,"Iatarola, Briana Marie",SYN 1 - Communicating/Changing Planet,SP24,3.94,3.71,4.57,4.73,4.86,20,0.7000000000000001
280,"Bishop, Graham",SYN 1 - Communicating/Changing Planet,SP24,3.53,4.23,4.81,4.88,4.83,19,0.6842
281,"Bishop, Graham",SYN 1 - Communicating/Changing Planet,SP24,3.84,3.63,4.51,4.61,4.72,20,0.9500000000000001
282,"Gladstein, Jill M",SYN 1 - Communicating/Changing Planet,SP24,3.98,4.20,4.71,4.71,4.71,14,0.4286
283,"Meyer, Leslie Rose",SYN 1 - Communicating/Changing Planet,SP24,3.89,3.89,4.83,4.92,4.89,20,0.45
284,"Rosenberg, Ryan Glenn",SYN 1 - Communicating/Changing Planet,SP24,3.95,3.75,4.69,4.62,4.72,19,0.8421
285,"Rosenberg, Ryan Glenn",SYN 1 - Communicating/Changing Planet,SP24,3.89,3.62,4.67,4.67,4.65,20,0.65
286,"Atkinson, Arthur Laird",SYN 1 - Communicating/Changing Planet,SP24,3.83,4.14,4.5,4.64,4.82,20,0.35000000000000003
287,"Hom, Kirstyn Courtney",SYN 1 - Communicating/Changing Planet,SP24,3.7,4.25,4.19,4.56,4.75,20,0.4
288,"Difruscio, Mark",SYN 1 - Communicating/Changing Planet,SP24,3.95,5.29,4.96,4.93,4.93,20,0.35000000000000003
289,"Hom, Kirstyn Courtney",SYN 1 - Communicating/Changing Planet,SP24,3.93,3.86,4.42,4.46,4.68,20,0.75
290,"Hom, Kirstyn Courtney",SYN 1 - Communicating/Changing Planet,SP24,3.84,3.60,4.28,4.6,4.85,20,0.5
291,"Atkinson, Arthur Laird",SYN 1 - Communicating/Changing Planet,SP24,3.84,4.43,4.75,4.82,4.89,20,0.35000000000000003
292,"Gladstein, Jill M",SYN 1 - Communicating/Changing Planet,SP24,3.95,4.33,4.63,4.45,4.65,15,0.4
293,"Iatarola, Briana Marie",SYN 1 - Communicating/Changing Planet,SP24,3.99,4.00,4.72,4.72,4.81,20,0.4
294,"Birberick, Brittany Celest",SYN 1 - Communicating/Changing Planet,SP24,3.86,4.50,4.59,4.62,4.66,18,0.8889
295,"Birberick, Brittany Celest",SYN 1 - Communicating/Changing Planet,SP24,3.99,3.88,4.67,4.83,4.81,20,0.8
296,"Deavenport, James Cary",SYN 1 - Communicating/Changing Planet,SP24,3.98,2.33,3.58,3.92,4.58,20,0.15
297,"Meyer, Leslie Rose",SYN 1 - Communicating/Changing Planet,SP24,3.95,3.67,4.5,4.57,4.32,20,0.3
298,"Tawater, Hanna Jean",SYN 1 - Communicating/Changing Planet,SP24,3.99,3.82,4.15,4.42,4.44,20,0.85
299,"Tawater, Hanna Jean",SYN 1 - Communicating/Changing Planet,SP24,3.96,4.14,4.63,4.72,4.67,20,0.75
300,"Deavenport, James Cary",SYN 1 - Communicating/Changing Planet,SP24,3.92,4.00,4.72,4.75,4.87,20,0.4
301,"Tawater, Hanna Jean",SYN 1 - Communicating/Changing Planet,SP24,3.95,3.40,4.75,4.75,4.9,20,0.5
302,"Vega, Adrian",SYN 1 - Communicating/Changing Planet,SP24,3.96,5.00,4.7,4.7,4.4,19,0.2632
303,"Rosenberg, Ryan Glenn",SYN 1 - Communicating/Changing Planet,WI24,3.96,3.63,4.7,4.77,4.74,20,0.9500000000000001
304,"Rosenberg, Ryan Glenn",SYN 1 - Communicating/Changing Planet,WI24,3.91,3.50,4.66,4.67,4.66,20,0.85
305,"Bishop, Graham",SYN 1 - Communicating/Changing Planet,WI24,3.87,3.78,4.24,4.4,4.6,20,0.9
306,"Hom, Kirstyn Courtney",SYN 1 - Communicating/Changing Planet,WI24,3.89,3.88,4.16,4.38,4.6,20,0.8
307,"Meyer, Leslie Rose",SYN 1 - Communicating/Changing Planet,WI24,3.89,3.18,4.84,4.82,4.8,20,0.55
308,"Difruscio, Mark",SYN 1 - Communicating/Changing Planet,WI24,3.95,3.82,4.57,4.69,4.75,20,0.85
309,"Gladstein, Jill M",SYN 1 - Communicating/Changing Planet,WI24,3.98,3.50,-1.0,-1.0,-1.0,15,0.26670000000000005
310,"Gladstein, Jill M",SYN 1 - Communicating/Changing Planet,WI24,3.93,3.86,3.9,4.13,4.27,15,0.4667
311,"Rock, Martin",SYN 1 - Communicating/Changing Planet,WI24,3.95,3.53,4.4,4.43,4.58,20,0.75
312,"Rock, Martin",SYN 1 - Communicating/Changing Planet,WI24,3.91,4.22,4.36,4.29,4.61,19,0.9474
313,"Meyer, Leslie Rose",SYN 1 - Communicating/Changing Planet,WI24,3.8,5.60,4.75,4.88,4.9,20,0.5
314,"Rosenberg, Ryan Glenn",SYN 1 - Perspectives/Changing Planet,SP23,3.91,5.38,4.5,4.73,4.76,18,0.7222
315,"Rosenberg, Ryan Glenn",SYN 1 - Perspectives/Changing Planet,SP23,3.85,5.00,4.58,4.73,4.72,20,0.8
316,"Difruscio, Mark",SYN 1R - Communicating/Changing Planet,SP24,3.95,5.80,4.4,4.5,4.6,19,0.2632
317,"Difruscio, Mark",SYN 1R - Communicating/Changing Planet,SP24,4.0,3.00,4.8,4.7,4.75,20,0.25
318,"Birberick, Brittany Celest",SYN 1R - Communicating/Changing Planet,WI24,3.74,4.75,4.75,4.78,4.94,20,0.4
319,"Bishop, Graham",SYN 2 - Inquiring/Changing Planet,WI24,3.53,4.33,4.47,4.64,4.72,21,0.8571
320,"Hom, Kirstyn Courtney",SYN 2 - Inquiring/Changing Planet,WI24,3.9,3.71,4.05,4.22,4.67,20,0.7000000000000001
321,"Difruscio, Mark",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.00,4.42,4.52,4.65,20,0.8
322,"Difruscio, Mark",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.00,4.72,4.79,4.86,20,0.9
323,"Browne, Emily",SYN 2 - Inquiring/Changing Planet,WI24,3.99,3.78,4.4,4.57,4.76,20,0.9
324,"Tripathi, Tarang",SYN 2 - Inquiring/Changing Planet,WI24,3.97,2.50,4.66,4.75,4.69,21,0.381
325,"Vega, Adrian",SYN 2 - Inquiring/Changing Planet,WI24,3.8,3.00,4.02,4.25,4.45,20,0.6
326,"Deavenport, James Cary",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.50,3.94,4.32,4.53,19,0.42110000000000003
327,"Tripathi, Tarang",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.55,4.84,4.89,4.89,20,0.55
328,"Atkinson, Arthur Laird",SYN 2 - Inquiring/Changing Planet,WI24,3.88,2.67,4.17,4.38,4.33,20,0.3
329,"Iatarola, Briana Marie",SYN 2 - Inquiring/Changing Planet,WI24,3.99,4.75,4.78,4.87,4.84,20,0.4
330,"Atkinson, Arthur Laird",SYN 2 - Inquiring/Changing Planet,WI24,3.93,4.00,4.08,3.87,4.21,19,0.31579999999999997
331,"Iatarola, Briana Marie",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.75,4.59,4.84,4.88,20,0.4
332,"Vega, Adrian",SYN 2 - Inquiring/Changing Planet,WI24,3.97,3.60,3.78,3.73,4.33,20,0.5
333,"Browne, Emily",SYN 2 - Inquiring/Changing Planet,WI24,3.86,4.00,4.41,4.7,4.76,19,0.8421
334,"Tawater, Hanna Jean",SYN 2 - Inquiring/Changing Planet,WI24,3.96,3.67,4.65,4.73,4.74,20,0.9
335,"Bishop, Graham",SYN 2 - Inquiring/Changing Planet,WI24,3.86,3.40,4.33,4.39,4.52,19,0.8421
336,"Tawater, Hanna Jean",SYN 2 - Inquiring/Changing Planet,WI24,3.98,3.59,4.31,4.45,4.6,19,0.8947
337,"Hom, Kirstyn Courtney",SYN 2 - Inquiring/Changing Planet,WI24,3.94,3.83,3.96,3.81,4.42,20,0.6
338,"Tawater, Hanna Jean",SYN 2 - Inquiring/Changing Planet,FA23,3.99,5.00,4.65,4.81,4.86,20,0.8
339,"Atkinson, Arthur Laird",SYN 2 - Inquiring/Changing Planet,FA23,3.73,5.00,4.81,4.94,5.0,22,0.1818
340,"Meyer, Leslie Rose",SYN 2 - Inquiring/Changing Planet,FA23,3.83,5.00,4.56,4.67,4.79,20,0.6
341,"Browne, Emily",SYN 2 - Inquiring/Changing Planet,FA23,3.88,5.28,4.48,4.63,4.58,20,0.9
342,"Hom, Kirstyn Courtney",SYN 2 - Inquiring/Changing Planet,FA23,3.96,5.29,4.18,4.46,4.72,20,0.85
343,"Difruscio, Mark",SYN 2 - Inquiring/Changing Planet,FA23,4.0,5.00,4.17,4.33,4.42,18,0.16670000000000001
344,"Deavenport, James Cary",SYN 2 - Inquiring/Changing Planet,FA23,3.99,4.29,4.75,4.5,4.61,22,0.3182
345,"Hom, Kirstyn Courtney",SYN 2 - Inquiring/Changing Planet,FA23,3.94,5.00,3.88,3.97,4.43,20,0.75
346,"Bishop, Graham",SYN 2 - Inquiring/Changing Planet,FA23,3.92,5.00,4.37,4.62,4.83,20,0.9
347,"Difruscio, Mark",SYN 2 - Inquiring/Changing Planet,FA23,3.98,5.00,4.36,4.48,4.57,19,0.36840000000000006
348,"Meyer, Leslie Rose",SYN 2 - Inquiring/Changing Planet,FA23,3.88,5.00,4.64,4.77,4.82,19,0.5789
349,"Bishop, Graham",SYN 2 - Inquiring/Changing Planet,FA23,3.81,4.72,4.15,4.56,4.71,20,0.9
350,"Browne, Emily",SYN 2 - Explorations/Changing Planet,S223,3.98,7.14,4.82,4.7,4.81,16,0.4375
351,"Vega, Adrian",SYN 2 - Explorations/Changing Planet,S223,3.82,7.14,3.79,3.59,4.11,16,0.4375
352,"Iatarola, Briana Marie",SYN 2 - Explorations/Changing Planet,S123,3.73,8.33,4.42,4.83,4.75,15,0.2
353,"Deavenport, James Cary",SYN 2 - Explorations/Changing Planet,S123,3.71,6.67,4.5,4.67,4.42,14,0.2143
354,"Iatarola, Briana Marie",SYN 2 - Explorations/Changing Planet,S123,4.0,7.78,4.44,4.78,4.75,13,0.6923
355,"Rosenberg, Ryan Glenn",SYN 2 - Explorations/Changing Planet,S123,3.88,5.31,4.69,4.93,4.91,16,1.0
356,"Bishop, Graham",SYN 2 - Inquiring/Changing Planet,WI24,3.53,4.33,4.47,4.64,4.72,21,0.8571
357,"Hom, Kirstyn Courtney",SYN 2 - Inquiring/Changing Planet,WI24,3.9,3.71,4.05,4.22,4.67,20,0.7000000000000001
358,"Difruscio, Mark",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.00,4.42,4.52,4.65,20,0.8
359,"Difruscio, Mark",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.00,4.72,4.79,4.86,20,0.9
360,"Browne, Emily",SYN 2 - Inquiring/Changing Planet,WI24,3.99,3.78,4.4,4.57,4.76,20,0.9
361,"Tripathi, Tarang",SYN 2 - Inquiring/Changing Planet,WI24,3.97,2.50,4.66,4.75,4.69,21,0.381
362,"Vega, Adrian",SYN 2 - Inquiring/Changing Planet,WI24,3.8,3.00,4.02,4.25,4.45,20,0.6
363,"Deavenport, James Cary",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.50,3.94,4.32,4.53,19,0.42110000000000003
364,"Tripathi, Tarang",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.55,4.84,4.89,4.89,20,0.55
365,"Atkinson, Arthur Laird",SYN 2 - Inquiring/Changing Planet,WI24,3.88,2.67,4.17,4.38,4.33,20,0.3
366,"Iatarola, Briana Marie",SYN 2 - Inquiring/Changing Planet,WI24,3.99,4.75,4.78,4.87,4.84,20,0.4
367,"Atkinson, Arthur Laird",SYN 2 - Inquiring/Changing Planet,WI24,3.93,4.00,4.08,3.87,4.21,19,0.31579999999999997
368,"Iatarola, Briana Marie",SYN 2 - Inquiring/Changing Planet,WI24,4.0,3.75,4.59,4.84,4.88,20,0.4
369,"Vega, Adrian",SYN 2 - Inquiring/Changing Planet,WI24,3.97,3.60,3.78,3.73,4.33,20,0.5
370,"Browne, Emily",SYN 2 - Inquiring/Changing Planet,WI24,3.86,4.00,4.41,4.7,4.76,19,0.8421
371,"Tawater, Hanna Jean",SYN 2 - Inquiring/Changing Planet,WI24,3.96,3.67,4.65,4.73,4.74,20,0.9
372,"Bishop, Graham",SYN 2 - Inquiring/Changing Planet,WI24,3.86,3.40,4.33,4.39,4.52,19,0.8421
373,"Tawater, Hanna Jean",SYN 2 - Inquiring/Changing Planet,WI24,3.98,3.59,4.31,4.45,4.6,19,0.8947
374,"Hom, Kirstyn Courtney",SYN 2 - Inquiring/Changing Planet,WI24,3.94,3.83,3.96,3.81,4.42,20,0.6
375,"Tawater, Hanna Jean",SYN 2 - Inquiring/Changing Planet,FA23,3.99,5.00,4.65,4.81,4.86,20,0.8
376,"Atkinson, Arthur Laird",SYN 2 - Inquiring/Changing Planet,FA23,3.73,5.00,4.81,4.94,5.0,22,0.1818
377,"Meyer, Leslie Rose",SYN 2 - Inquiring/Changing Planet,FA23,3.83,5.00,4.56,4.67,4.79,20,0.6
378,"Browne, Emily",SYN 2 - Inquiring/Changing Planet,FA23,3.88,5.28,4.48,4.63,4.58,20,0.9
379,"Hom, Kirstyn Courtney",SYN 2 - Inquiring/Changing Planet,FA23,3.96,5.29,4.18,4.46,4.72,20,0.85
380,"Difruscio, Mark",SYN 2 - Inquiring/Changing Planet,FA23,4.0,5.00,4.17,4.33,4.42,18,0.16670000000000001
381,"Deavenport, James Cary",SYN 2 - Inquiring/Changing Planet,FA23,3.99,4.29,4.75,4.5,4.61,22,0.3182
382,"Hom, Kirstyn Courtney",SYN 2 - Inquiring/Changing Planet,FA23,3.94,5.00,3.88,3.97,4.43,20,0.75
383,"Bishop, Graham",SYN 2 - Inquiring/Changing Planet,FA23,3.92,5.00,4.37,4.62,4.83,20,0.9
384,"Difruscio, Mark",SYN 2 - Inquiring/Changing Planet,FA23,3.98,5.00,4.36,4.48,4.57,19,0.36840000000000006
385,"Meyer, Leslie Rose",SYN 2 - Inquiring/Changing Planet,FA23,3.88,5.00,4.64,4.77,4.82,19,0.5789
386,"Bishop, Graham",SYN 2 - Inquiring/Changing Planet,FA23,3.81,4.72,4.15,4.56,4.71,20,0.9
387,"Browne, Emily",SYN 2 - Explorations/Changing Planet,S223,3.98,7.14,4.82,4.7,4.81,16,0.4375
388,"Vega, Adrian",SYN 2 - Explorations/Changing Planet,S223,3.82,7.14,3.79,3.59,4.11,16,0.4375
389,"Iatarola, Briana Marie",SYN 2 - Explorations/Changing Planet,S123,3.73,8.33,4.42,4.83,4.75,15,0.2
390,"Deavenport, James Cary",SYN 2 - Explorations/Changing Planet,S123,3.71,6.67,4.5,4.67,4.42,14,0.2143
391,"Iatarola, Briana Marie",SYN 2 - Explorations/Changing Planet,S123,4.0,7.78,4.44,4.78,4.75,13,0.6923
392,"Rosenberg, Ryan Glenn",SYN 2 - Explorations/Changing Planet,S123,3.88,5.31,4.69,4.93,4.91,16,1.0
393,"Kini, Aditi Natasha",SYN 2R - Inquiring/Changing Planet,WI24,3.76,4.33,3.58,3.75,4.67,17,0.1765
394,"Kini, Aditi Natasha",SYN 2R - Inquiring/Changing Planet,WI24,3.84,4.60,2.85,2.55,4.11,20,0.25
395,"Iatarola, Briana Marie",SYN 2R - Inquiring/Changing Planet,FA23,3.95,5.00,4.33,4.35,4.5,20,0.3
396,"Gladstein, Jill M",SYN 2R - Inquiring/Changing Planet,FA23,4.0,7.50,2.67,2.91,3.38,16,0.4375
397,"Gladstein, Jill M",SYN 2R - Inquiring/Changing Planet,FA23,3.98,8.75,4.56,4.25,4.38,16,0.25
398,"Tripathi, Tarang",SYN 100 - Engaging/Changing Planet (A00),SP24,3.96,3.62,4.59,4.63,4.55,30,0.4667
399,"Gladstein, Jill M",SYN 100 - Engaging/Changing Planet (B00),SP24,3.91,4.00,4.33,4.33,4.5,21,0.2857
400,"Tripathi, Tarang",SYN 100 - Engaging/Changing Planet (C00),SP24,3.9,4.47,4.6,4.67,4.7,30,0.5
401,"Rock, Martin",SYN 100 - Engaging/Changing Planet (E00),SP24,3.88,3.00,4.33,4.0,4.67,31,0.0968
402,"Browne, Emily",SYN 100 - Engaging/Changing Planet (F00),SP24,3.93,3.55,4.58,4.67,4.64,30,0.7667
403,"Gormally, Brenna",SYN 100 - Engaging/Changing Planet (I00),SP24,3.9,4.60,4.33,4.48,4.64,30,0.6667000000000001
404,"Atkinson, Arthur Laird",SYN 100 - Engaging/Changing Planet (J00),SP24,3.86,2.71,4.67,4.78,4.83,30,0.3
405,"Deavenport, James Cary",SYN 100 - Engaging/Changing Planet (K00),SP24,3.81,4.33,4.08,4.18,4.63,29,0.20690000000000003
406,"Rosenberg, Ryan Glenn",SYN 100 - Engaging/Changing Planet (L00),SP24,3.77,3.67,4.24,4.61,4.65,30,0.5
407,"Atkinson, Arthur Laird",SYN 100 - Engaging/Changing Planet (A00),WI24,3.65,2.50,3.69,3.94,4.16,28,0.2857
408,"Rosenberg, Ryan Glenn",SYN 100 - Engaging/Changing Planet (B00),WI24,3.88,4.29,4.57,4.68,4.68,30,0.5
409,"Tawater, Hanna Jean",SYN 100 - Engaging/Changing Planet (D00),WI24,3.91,4.09,4.41,4.68,4.8,29,0.3793
410,"Gormally, Brenna",SYN 100 - Engaging/Changing Planet (E00),WI24,3.77,4.33,4.56,4.67,4.66,18,0.6667000000000001
411,"Iatarola, Briana Marie",SYN 100 - Engaging/Changing Planet (G00),WI24,3.92,4.13,4.6,4.87,4.9,29,0.5861999999999999
412,"Gere, Catherina M.",SYN 100 - Engaging/Changing Planet (H00),WI24,3.85,5.00,4.47,4.47,4.42,28,0.2857
413,"Rock, Martin",SYN 100 - Engaging/Changing Planet (I00),WI24,3.88,3.56,4.39,4.3,4.44,30,0.8333
414,"Deavenport, James Cary",SYN 100 - Engaging/Changing Planet (J00),WI24,3.91,4.41,4.14,4.3,4.38,30,0.6
