,instructor,course,term,avg_grade,avg_hours,student_learning_rating,course_structure_rating,class_environment_rating,num_enrolled,resp_rate
19,"Kan, Weiyue",HILD 10 - East Asia: The Great Tradition (A00),S123,3.25,5.45,4.23,4.11,4.48,12,0.9167000000000001
20,"Gerth, Karl G.","HILD 11 - East Asia & the West,1279-1911 (A00)",WI24,2.89,6.21,3.99,3.99,4.16,95,0.2947
21,"Henry, Todd A.",HILD 12 - Twentieth-Century East Asia (A00),SP24,2.99,4.48,3.85,3.84,4.11,106,0.24530000000000002
22,"Murillo, Dana V.",HILD 14 - Film & History in Latin Amer (A00),WI24,3.12,4.00,4.2,4.08,4.44,63,0.3175
23,"Soleiman, Matthew Teymour",HILD 30 - History of Public Health (A00),SP24,3.34,4.00,4.78,4.75,4.83,64,0.25
24,"Edington, Claire Ellen",HILD 30GS - History of Public Health (A00),S123,3.84,7.50,4.75,4.75,4.75,20,0.2
25,"Gere, Catherina M.",HILD 42 - Anthropocene3: IndustrlRevoltn (A00),WI24,3.62,2.74,4.46,4.54,4.69,61,0.37700000000000006
26,"Graham, Jessica Lynn",HILD 60 - Global Black History/Biography (A00),WI24,3.57,4.88,4.44,4.31,4.47,52,0.32689999999999997
27,"Shafir, Nir",HINE 109 - History of the Ottoman Empire (A00),WI24,3.42,3.89,4.14,3.91,4.29,34,0.2647
28,"Balberg, Mira",HINE 115 - Death and Dying in Antiquity (A00),FA23,3.69,5.00,4.95,4.9,4.95,60,0.4167
29,"Kayali, Hasan",HINE 116 - Middle East (1798-1914) (A),FA22,,2.81 (B-),4.17,-1.0,-1.0,-1,-0.01
30,"Kayali, Hasan",HINE 116 - Middle East (1798-1914) (A),FA21,,2.92 (B-),5.25,-1.0,-1.0,-1,-0.01
31,"Kayali, Hasan",HINE 116 - Middle East (1798-1914) (A),FA20,,3.18 (B),5.72,-1.0,-1.0,-1,-0.01
32,"Tchir, Paul Kost Nikolai",HINE 116 - Mid East/Age of Euro Empires (A),SP19,,3.31 (B+),4.71,-1.0,-1.0,-1,-0.01
33,"Tasyakan, Baris",HINE 116 - Mid East/Age of Euro Empires (A),SP18,,2.97 (B-),3.35,-1.0,-1.0,-1,-0.01
34,"Kayali, Hasan",HINE 116 - Mid East/Age of Euro Empires (A),WI17,,3.31 (B+),8.5,-1.0,-1.0,-1,-0.01
35,"Kayali, Hasan",HINE 116 - Mid East/Age of Euro Empires (A),WI16,,3.20 (B),6.72,-1.0,-1.0,-1,-0.01
36,"Provence, Michael",HINE 116 - Mid East/Age of Euro Empires (A),WI15,,3.53 (B+),5.1,-1.0,-1.0,-1,-0.01
37,"Falk, Edward Allaire",HINE 116 - Mid East/Age of Euro Empires (A),WI14,,2.98 (B-),4.08,-1.0,-1.0,-1,-0.01
38,"Provence, Michael",HINE 116 - Mid East/Age of Euro Empires (A),WI13,,3.51 (B+),3.5,-1.0,-1.0,-1,-0.01
39,"Provence, Michael",HINE 116   - Mid East/Age of Euro Empires   (A),WI12,,3.33 (B+),3.97,-1.0,-1.0,-1,-0.01
40,"Kayali, Hasan",HINE 116   - Mid East/Age of Euro Empires   (A),WI11,,3.40 (B+),5.1,-1.0,-1.0,-1,-0.01
41,"Provence, Michael",HINE 116 - Mid East/Age of Euro Empires   (A),WI10,,3.37 (B+),4.3,-1.0,-1.0,-1,-0.01
42,"Provence, Michael",HINE 116 - Mid East/Age of Euro Empires   (A),WI09,,3.39 (B+),3.41,-1.0,-1.0,-1,-0.01
43,"Provence, Michael",HINE 116 - Mid East/Age of Euro Empires   (A),WI08,,3.35 (B+),3.34,-1.0,-1.0,-1,-0.01
44,"Kayali, Hasan",HINE 118 - Middle East/Twentieth Century (A00),SP24,3.38,3.43,4.75,4.44,4.69,42,0.3333
45,"Shafir, Nir",HINE 128 - Hist of Mideast:Early Medieval (A00),FA23,3.54,5.91,4.28,3.95,3.84,39,0.2821
46,"Shafir, Nir",HINE 129 - Hist of Mideast:Late Medieval (A00),WI24,3.45,4.33,4.03,4.0,4.44,37,0.27030000000000004
47,"Hertz, Deborah",HINE 137 - Two Peoples-Palestine/Israel (A00),FA23,3.59,5.95,4.2,4.12,4.36,33,0.6364
48,"Golan, Tal",HISC 107 - Emergence of Modern Science (A00),FA23,3.33,5.00,4.11,3.79,4.2,46,0.2609
49,"Soleiman, Matthew Teymour",HISC 117 - History of the Neurosciences (A00),S123,3.31,5.83,4.96,4.92,4.96,14,0.4286
50,"Golan, Tal",HISC 119 - Biology and Society (A00),SP24,3.93,3.57,4.29,3.96,4.54,29,0.2414
51,"Golan, Tal",HISC 119 - Biology and Society (A00),S223,3.96,6.67,3.08,2.83,3.64,20,0.15
52,"Pineda De Avila, Nydia",HISC 123 - Exploring the Skiesc.1500-1800 (A00),SP24,3.79,3.62,4.38,4.37,4.51,47,0.2766
53,"Golan, Tal",HISC 180 - Science and Public Policy (A00),WI24,3.8,5.00,4.75,4.0,4.5,15,0.26670000000000005
54,"Patterson, Patrick H.",HITO 87 - First-year Seminar (A00),SP24,,2.20,4.65,4.5,4.67,12,0.4167
55,"Patterson, Patrick H.",HITO 87 - First-year Seminar (B00),SP24,,2.50,4.88,4.64,4.69,13,0.30770000000000003
56,"Schneewind, Sarah",HITO 87 - First-year Seminar (C00),SP24,,4.00,4.88,4.83,4.9,10,0.8
57,"Patterson, Patrick H.",HITO 87 - First-year Seminar (A00),WI24,,2.25,4.56,4.55,4.75,14,0.6429
58,"Patterson, Patrick H.",HITO 87 - First-year Seminar (B00),WI24,,2.00,4.83,4.7,4.64,9,0.6667000000000001
59,"Schneewind, Sarah",HITO 87 - First-year Seminar (A00),FA23,,5.00,4.79,4.8,4.78,10,0.5
60,"Patterson, Patrick H.",HITO 87 - First-year Seminar (C00),FA23,,5.42,4.89,4.79,4.8,15,0.8
61,"Patterson, Patrick H.",HITO 87 - First-year Seminar (D00),FA23,,4.44,4.64,4.57,4.63,16,0.5625
62,"Gerth, Karl G.",HITO 87 - First-year Seminar (E00),FA23,,5.00,4.93,4.56,4.74,10,0.7000000000000001
63,"Gerth, Karl G.",HITO 88 - History&Practice of Well-Being (A00),FA23,,3.33,4.63,4.56,4.73,14,0.6429
64,"Klann, Mary Cameron",HITO 100 - The Craft of History (B00),SP24,4.0,3.00,4.82,4.79,4.84,25,0.44
65,"Hendrickson, Gerald M.",HITO 100 - The Craft of History (A00),WI24,3.83,4.25,4.94,4.78,4.91,22,0.3636
66,"Strasser, Ulrike",HITO 100 - The Craft of History (B00),WI24,3.58,3.57,4.75,4.68,4.68,25,0.28
67,"Kwak, Nancy",HITO 100 - The Craft of History (A00),FA23,3.95,6.36,4.68,4.6,4.7,26,0.42310000000000003
68,"Patterson, Patrick H.",HITO 119 - Human Rights I: Introduction (A),WI23,,-1,8.06,-1.0,-1.0,-1,-0.01
69,"Shafir, Gershon",HITO 119 - Human Rights I: Introduction (A),WI22,,-1,7.93,-1.0,-1.0,-1,-0.01
70,"Shafir, Gershon",HITO 119 - Human Rights I: Introduction (A),WI21,,-1,5.17,-1.0,-1.0,-1,-0.01
71,"Patterson, Patrick H.",HITO 119 - Human Rights I: Introduction (A),WI20,,-1,7.83,-1.0,-1.0,-1,-0.01
72,"Shafir, Gershon",HITO 119 - Human Rights I: Introduction (A),WI19,,-1,5.17,-1.0,-1.0,-1,-0.01
73,"Patterson, Patrick H.",HITO 119 - Human Rights I: Introduction (A),WI18,,-1,8.17,-1.0,-1.0,-1,-0.01
74,"Patterson, Patrick H.",HITO 119 - Human Rights I: Introduction (A),WI17,,-1,7.9,-1.0,-1.0,-1,-0.01
75,"Patterson, Patrick H.",HITO 119 - Human Rights I: Introduction (A),WI16,,-1,8.14,-1.0,-1.0,-1,-0.01
76,"Patterson, Patrick H.",HITO 119 - Human Rights I: Introduction (A),WI15,,-1,6.5,-1.0,-1.0,-1,-0.01
77,"Patterson, Patrick H.",HITO 119 - Human Rights I: Hist. & Theory (A),WI14,,-1,9.17,-1.0,-1.0,-1,-0.01
78,"Meade, Everard",HITO 119 - Human Rights I: Hist. & Theory (A),WI13,,-1,5.3,-1.0,-1.0,-1,-0.01
79,"Meade, Everard",HITO 119   - Human Rights I: Hist. & Theory (A),WI12,,-1,7.1,-1.0,-1.0,-1,-0.01
80,"Meade, Everard",HITO 119   - Human Rights I: Hist. & Theory (A),WI11,,3.48 (B+),4.98,-1.0,-1.0,-1,-0.01
81,"Meade, Everard",HITO 119 - Human Rights I: Hist. & Theory (A),WI10,,3.53 (B+),4.94,-1.0,-1.0,-1,-0.01
82,"Meade, Everard",HITO 119 - Human Rights I: Hist. & Theory (A),WI09,,3.42 (B+),4.4,-1.0,-1.0,-1,-0.01
83,"Hansen, Jan Eric",HITO 133 - War & Society/Second World War (A00),WI24,3.45,4.62,4.44,4.36,4.64,51,0.8431000000000001
84,"Hertz, Deborah",HITO 136 - Jews/AfricanAmericans/Slavery (A00),FA23,3.0,5.88,3.5,2.93,3.97,51,0.6667000000000001
85,"Klann, Mary Cameron",HITO 141 - Digital History and Memory (A00),WI24,3.94,3.15,4.84,4.91,4.88,55,0.2545
86,"Patterson, Patrick H.","HITO 156GS - Div, Equity, Inclusion US/Eur (A00)",S223,3.92,7.22,4.65,4.74,4.72,23,0.7826000000000001
87,"Watts, Edward J.",HITO 170 - Making History Popular (A00),SP24,3.77,5.67,4.92,4.92,4.83,12,0.25
88,"Hanna, Mark G.",HITO 178 - Hist of Seafaring/Age of Sail (A00),WI24,3.89,5.33,4.88,4.42,4.88,20,0.3
89,"Kernell, Samuel H.",HITO 193   - Research Seminar/Washington DC (A),SP11,,3.30 (B+),7.3,-1.0,-1.0,-1,-0.01
90,"Kernell, Samuel H.",HITO 193   - Research Seminar/Washington DC (A),WI11,,2.85 (B-),3.83,-1.0,-1.0,-1,-0.01
91,"Kernell, Samuel H.",HITO 193 - Research Seminar/Washington DC (A),FA10,,3.30 (B+),4.5,-1.0,-1.0,-1,-0.01
92,"Kernell, Samuel H.",HITO 193 - Research Seminar/Washington DC (A),WI10,,3.00 (B),2.5,-1.0,-1.0,-1,-0.01
93,"Bermudez, Rosie Cano",HIUS 102 - Chicana and Chicano Movement (A00),WI24,3.38,3.91,4.86,4.7,4.73,43,0.25579999999999997
94,"Man, Simeon S",HIUS 103 - United States & Pacific World (A00),S223,3.77,6.67,5.0,5.0,5.0,20,0.2
95,"Lewandoski, Julia Mavis",HIUS 108A - History/Native Americans/US I (A00),WI24,3.73,4.40,4.65,4.59,4.6,55,0.3636
96,"Klann, Mary Cameron",HIUS 108B - History/Native Americans/US II (A00),FA23,3.91,5.00,4.65,4.65,4.77,50,0.4
97,"Edwards, Robert Scott",HIUS 108B - History/Native Americans/US II (A00),S123,4.0,6.67,4.61,4.48,4.45,15,0.8
98,"Martinez-Matsuda, Veronica",HIUS 113 - History of Mexican America (A00),WI24,3.37,5.00,4.65,4.35,4.79,24,0.2917
99,"Castaneda, Miguel Angel",HIUS 113 - History of Mexican America (A00),S123,3.79,5.00,4.81,4.73,4.56,20,0.2
100,"Lewandoski, Julia Mavis",HIUS 114A - California:Conquest-Gold Rush (A00),SP24,3.52,2.68,4.59,4.45,4.64,55,0.3455
101,"Widener, Daniel","HIUS 114B - California Hist., 1850-Present (A00)",FA23,3.51,5.38,4.62,4.43,4.42,47,0.2766
102,"Alvarez, Luis A",HIUS 120D - Race & Oral Hist. in San Diego (A00),SP24,3.92,3.00,4.67,4.67,4.58,21,0.1429
103,"Espiritu, Yen",HIUS 120D - Race & Oral Hist. in San Diego (A00),SP23,4.0,5.00,4.67,4.5,4.42,6,0.5
104,"Kwak, Nancy",HIUS 123 - History of New York City (A00),WI24,3.1,3.00,4.92,4.83,4.92,24,0.25
105,"Man, Simeon S",HIUS 125 - Asian American Social Movemnts (A00),S223,3.69,5.00,4.75,4.7,4.74,23,0.21739999999999998
106,"Hanna, Mark G.",HIUS 133 - The Golden Age of Piracy (A00),WI24,3.25,4.50,4.66,4.54,4.7,110,0.2909
107,"Martinez-Matsuda, Veronica",HIUS 136 - Citizenship & Civil Rts/20th c (A00),SP24,3.09,5.00,4.7,4.6,4.95,27,0.1852
108,"Browne, Errol Tsekani",HIUS 139 - African Amrcn Hist/the 20th C. (A00),FA23,3.88,5.00,4.39,4.21,4.44,19,0.36840000000000006
109,"Martinez-Matsuda, Veronica",HIUS 144 - Topics in U.S. History (A00),SP24,2.97,5.86,4.89,4.96,5.0,44,0.1591
110,"Vandevelde, Kenneth Joseph",HIUS 144 - Topics in U.S. History (B00),SP24,3.88,3.10,4.78,4.8,4.81,69,0.2899
111,"Klann, Mary Cameron",HIUS 144 - Topics in U.S. History (C00),SP24,4.0,3.00,4.57,4.63,4.7,57,0.24559999999999998
112,"Lewandoski, Julia Mavis",HIUS 144 - Topics in U.S. History (D00),SP24,3.71,4.38,4.6,4.58,4.7,54,0.3148
113,"Bermudez, Rosie Cano",HIUS 149 - United States in the 1960's (A00),WI24,3.57,5.00,4.66,4.54,4.74,49,0.3469
114,"Castaneda, Miguel Angel",HIUS 149 - United States in the 1960's (A00),S223,3.82,5.00,4.42,4.4,4.22,20,0.15
115,"Vandevelde, Kenneth Joseph",HIUS 152A - Constitutional Hist/US to 1865 (A00),FA23,3.82,5.28,4.67,4.64,4.72,67,0.2687
116,"Vandevelde, Kenneth Joseph",HIUS 152B - Constitutnl Hist/US after 1865 (A00),WI24,3.8,3.09,4.84,4.8,4.86,76,0.30260000000000004
117,"Klann, Mary Cameron","HIUS 157 - American Women,Womanhood1870-P (A00)",FA23,3.93,5.38,4.92,4.98,4.98,49,0.26530000000000004
118,"Frank, Ross H.",HIUS 158 - Social & Econ Hist/Southwest I (A00),SP23,3.23,6.25,4.38,4.56,4.56,21,0.1905
119,"Reese, Clarissa Jane",HDS 1 - Intro/HumanDevelopmentScience (A00),SP24,3.06,3.94,4.35,4.13,4.34,170,0.3
120,"Reese, Clarissa Jane",HDS 1 - Intro/HumanDevelopmentScience (A00),FA23,3.19,5.50,4.48,4.36,4.67,242,0.4504
121,"Warstadt, Melissa Fawn",HDS 60 - Intro to Statistical Analysis (A00),SP24,3.22,3.16,4.63,4.72,4.81,54,0.46299999999999997
122,"Warstadt, Melissa Fawn",HDS 60 - Intro to Statistical Analysis (A00),WI24,3.2,3.12,4.64,4.69,4.8,78,0.42310000000000003
123,"Warstadt, Melissa Fawn",HDS 60 - Intro to Statistical Analysis (A00),FA23,3.2,5.39,4.23,4.4,4.56,81,0.46909999999999996
124,"Ackerman, Farrell",HDS 95 - Career Development Seminar (A00),SP24,,2.33,4.88,4.73,4.82,34,0.2647
125,"Ackerman, Farrell",HDS 95 - Career Development Seminar (A00),WI24,,1.00,4.25,4.04,4.22,23,0.2609
126,"Wilder, Linnea Lorene",HDS 110 - Brain & Behavioral Development (A00),WI24,3.2,4.63,4.29,4.28,4.4,78,0.3462
127,"Wilder, Linnea Lorene",HDS 111 - Evolution in Human Development (A00),FA23,2.73,5.71,4.5,4.23,4.55,79,0.2658
128,"Deak, Gedeon O.",HDS 121 - The Developing Mind (A00),FA23,3.31,5.50,3.93,3.89,4.4,30,0.3333
129,"Rodriguez, Victoria Calip",HDS 122 - Development/Social Cognition (A00),SP24,3.87,3.18,4.59,4.6,4.65,77,0.31170000000000003
130,"Stewart, Alexander B",HDS 133 - Cross-Cultural Perspectives (A00),WI24,3.25,4.72,4.0,3.94,4.46,84,0.34520000000000006
131,"Rodriguez, Victoria Calip",HDS 150 - Senior Seminar (B00),SP24,3.91,4.00,4.92,4.92,4.91,12,0.5
132,"Sloane, Julia Kathryn",HDS 150 - Senior Seminar (C00),SP24,3.3,4.33,4.42,4.27,4.5,14,0.2143
133,"Warstadt, Melissa Fawn",HDS 150 - Senior Seminar (A00),WI24,3.98,2.00,4.67,4.67,4.67,12,0.25
134,"Rodriguez, Victoria Calip",HDS 150 - Senior Seminar (B00),FA23,3.87,5.50,4.68,4.7,4.72,12,0.8333
135,"Bjorklund, Peter",HDS 181 - Exper Proj/Human Dev. Resear (A00),SP24,3.18,9.40,4.93,4.85,4.88,22,0.4545
136,"Bjorklund, Peter",HDS 181 - Exper Proj/Human Dev. Resear (A00),WI24,3.19,10.71,4.89,4.96,4.93,21,0.3333
137,"Bjorklund, Peter",HDS 181 - Exper Proj/Human Dev. Resear (A00),FA23,3.19,8.89,4.69,4.5,4.74,26,0.3462
138,"Reese, Clarissa Jane",HDS 191 - Field Resrch/Human Development (A00),SP24,2.49,10.14,3.0,2.93,3.59,22,0.3182
139,"Reese, Clarissa Jane",HDS 191 - Field Resrch/Human Development (A00),WI24,2.45,13.25,4.69,4.56,4.88,11,0.3636
140,"Reese, Clarissa Jane",HDS 191 - Field Resrch/Human Development (A00),FA23,2.45,10.00,4.08,3.75,4.57,14,0.4286
141,"Day, Joel Keith",INTL 101 - Cult & Society/Intrn'l Perspec (A00),SP24,3.0,6.17,4.53,4.43,4.59,85,0.2824
142,"McIntosh, Justin Daniel",INTL 101 - Cult & Society/Intrn'l Perspec (A00),WI24,3.34,5.52,4.45,4.47,4.56,177,0.3785
143,"Day, Joel Keith",INTL 101 - Cult & Society/Intrn'l Perspec (A00),FA23,3.08,6.40,4.55,4.51,4.65,185,0.4811
144,"Fisk, David Lee","INTL 102 - Econ, Politics & Intn'l Change (A00)",SP24,3.54,4.26,4.47,4.52,4.63,124,0.2903
145,"Nellis, Gareth Hb","INTL 102 - Econ, Politics & Intn'l Change (A00)",WI24,3.07,5.58,4.34,4.27,4.48,151,0.5364
146,"Appel, Benjamin Jay","INTL 102 - Econ, Politics & Intn'l Change (A00)",FA23,2.93,6.03,4.29,4.13,4.47,173,0.6763
147,"Samphantharak, Krislert",INTL 190 - Seminar/International Studies (A00),SP24,3.38,4.60,4.7,4.5,4.68,21,0.23809999999999998
148,"McIntosh, Justin Daniel",INTL 190 - Seminar/International Studies (B00),SP24,3.76,5.00,4.75,4.68,4.89,18,0.3889
149,"Nadkarni, Vidya",INTL 190 - Seminar/International Studies (D00),SP24,3.46,12.20,3.45,3.15,3.5,18,0.2778
150,"Auerbach, Bradford C",INTL 190 - Seminar/International Studies (F00),SP24,2.96,5.89,4.63,4.67,4.67,18,1.0
151,"Auerbach, Bradford C",INTL 190 - Seminar/International Studies (G00),SP24,2.61,4.73,4.56,4.33,4.55,18,0.8889
152,"Segui, Alan S",INTL 190 - Seminar/International Studies (H00),SP24,3.18,10.33,4.92,4.83,5.0,19,0.15789999999999998
153,"Segui, Alan S",INTL 190 - Seminar/International Studies (I00),SP24,3.3,7.67,4.58,4.25,4.08,20,0.15
154,"Draper, Matthew William",INTL 190 - Seminar/International Studies (C00),WI24,3.82,7.00,4.58,4.67,4.67,11,0.2727
155,"Patterson, Patrick H.",INTL 190 - Seminar/International Studies (D00),WI24,3.62,9.22,4.72,4.64,4.75,11,0.8181999999999999
156,"Feeley, Maureen Catherine",INTL 190 - Seminar/International Studies (E00),WI24,3.64,8.50,4.94,4.94,5.0,17,0.2353
157,"Fortier, Jana",INTL 190 - Seminar/International Studies (F00),WI24,3.71,4.71,4.43,4.32,4.57,20,0.35000000000000003
158,"Nadkarni, Vidya",INTL 190 - Seminar/International Studies (G00),WI24,3.31,6.14,4.57,4.43,4.57,17,0.4118
159,"Day, Joel Keith",INTL 190 - Seminar/International Studies (H00),WI24,3.69,7.75,4.78,4.78,4.91,19,0.42110000000000003
160,"Lettieri, Michael Joseph",INTL 190 - Seminar/International Studies (I00),WI24,3.37,5.67,4.92,4.86,4.94,15,0.6
161,"Segui, Alan S",INTL 190 - Seminar/International Studies (B00),FA23,3.03,7.86,4.46,4.5,4.57,21,0.3333
162,"Auerbach, Bradford C",INTL 190 - Seminar/International Studies (E00),FA23,3.38,6.07,4.57,4.55,4.79,14,1.0
163,"Auerbach, Bradford C",INTL 190 - Seminar/International Studies (F00),FA23,2.9,6.00,4.68,4.62,4.79,13,0.7692
164,"Scott, Jeffrey F",INTL 190 - Seminar/International Studies (G00),FA23,3.47,8.33,5.0,5.0,5.0,10,0.3
165,"Lee, Munseob",INTL 190 - Seminar/International Studies (I00),FA23,3.6,5.00,4.5,4.67,4.58,10,0.3
166,"Gagnon, Jeffrey C",INTL 190 - Seminar/International Studies (A00),S223,3.67,8.33,4.92,4.83,4.75,14,0.2143
167,"Segui, Alan S",INTL 190 - Seminar/International Studies (B00),S123,3.03,7.50,4.5,4.75,4.94,14,0.2857
168,"Gibson, Clark C",INTL 190H - Honors Seminar/ Int'l Studies (A),FA20,,-1,8.9,-1.0,-1.0,-1,-0.01
169,"Bergman, Matthew Edward",INTL 190H - Honors Seminar/ Int'l Studies (A),FA19,,-1,9.64,-1.0,-1.0,-1,-0.01
170,"Gilson, Nancy",INTL 190H - Honors Seminar/ Int'l Studies (A),FA18,,-1,11.25,-1.0,-1.0,-1,-0.01
171,"Gilson, Nancy",INTL 190H - Honors Seminar/ Int'l Studies (A),FA17,,-1,13.17,-1.0,-1.0,-1,-0.01
172,"Gilson, Nancy",INTL 190H - Honors Seminar/ Int'l Studies (A),FA16,,-1,9.83,-1.0,-1.0,-1,-0.01
173,"Feeley, Maureen Catherine",INTL 190H - Honors Seminar/ Int'l Studies (A),FA15,,-1,14.5,-1.0,-1.0,-1,-0.01
174,"Gilson, Nancy",INTL 190H - Honors Seminar/ Int'l Studies (A),FA14,,-1,8.5,-1.0,-1.0,-1,-0.01
175,"Feeley, Maureen Catherine",INTL 190H - Honors Seminar/ Int'l Studies (A),FA13,,-1,10.21,-1.0,-1.0,-1,-0.01
176,"Feeley, Maureen Catherine",INTL 190H - Honors Seminar/ Int'l Studies (A),FA12,,-1,13.0,-1.0,-1.0,-1,-0.01
177,"Feeley, Maureen Catherine",INTL 190H  - Honors Seminar/ Int'l Studies  (A),FA11,,-1,14.17,-1.0,-1.0,-1,-0.01
178,"Feeley, Maureen Catherine",INTL 190H  - Honors Seminar/ Int'l Studies  (A),FA10,,-1,13.7,-1.0,-1.0,-1,-0.01
179,"Fowler, James",INTL 190H  - Honors Seminar/ Int'l Studies  (A),FA08,,-1,8.07,-1.0,-1.0,-1,-0.01
180,"Fowler, James",INTL 190H  - Honors Seminar/ Int'l Studies  (A),FA07,,-1,6.63,-1.0,-1.0,-1,-0.01
181,"Sato, Kyoko",JAPN 10A - First Year Japanese I (A00),FA23,3.16,7.00,4.4,4.43,4.6,21,0.47619999999999996
182,"Kamioka, Sachiko",JAPN 10A - First Year Japanese I (B00),FA23,3.59,7.14,4.64,4.64,4.64,23,0.6087
183,"Ross, Kayoko F",JAPN 10A - First Year Japanese I (C00),FA23,3.49,6.54,4.38,4.46,4.71,25,0.52
184,"Iwamoto, Naoki",JAPN 10A - First Year Japanese I (D00),FA23,3.31,7.00,4.97,4.95,5.0,20,0.5
185,"McKee, Mayumi Mochizuki",JAPN 10A - First Year Japanese I (E00),FA23,3.32,6.67,4.57,4.63,4.7,27,0.7778
186,"Inada, Minori",JAPN 10A - First Year Japanese I (F00),FA23,3.56,6.25,4.88,4.74,4.9,25,0.8
187,"Maruyama, Rie",JAPN 10A - First Year Japanese I (G00),FA23,3.56,6.67,4.65,4.62,4.67,24,0.5
188,"Tipton, Yuko",JAPN 10A - First Year Japanese I (H00),FA23,3.18,6.56,4.91,4.78,4.73,23,0.6957
189,"Homma, Kunihiko",JAPN 10A - First Year Japanese I (I00),FA23,3.51,5.50,4.95,4.98,4.95,24,0.4167
190,"McKee, Mayumi Mochizuki",JAPN 10A - First Year Japanese I (J00),FA23,3.48,6.47,4.6,4.51,4.72,25,0.68
191,"Sato, Kyoko",JAPN 10A - First Year Japanese I (K00),FA23,3.94,4.64,4.41,4.39,4.75,22,0.6364
192,"Maruyama, Rie",JAPN 10A - First Year Japanese I (L00),FA23,3.76,6.92,4.67,4.69,4.83,23,0.5652
193,"Tipton, Yuko",JAPN 10A - First Year Japanese I (M00),FA23,3.36,7.38,4.75,4.72,4.75,25,0.84
194,"Homma, Kunihiko",JAPN 10A - First Year Japanese I (N00),FA23,3.36,6.67,4.83,4.67,4.81,19,0.6315999999999999
195,"Ross, Kayoko F",JAPN 10A - First Year Japanese I (P00),FA23,2.55,5.63,4.19,4.13,4.5,20,0.4
196,"Inada, Minori",JAPN 10AR - First Year Japanese I (A00),FA23,3.79,6.82,4.59,4.57,4.7,25,0.44
197,"Maruyama, Rie",JAPN 10B - First Year Japanese II (A00),WI24,3.59,4.40,4.73,4.63,4.65,12,0.8333
198,"Ross, Kayoko F",JAPN 10B - First Year Japanese II (B00),WI24,3.18,8.00,4.38,4.0,4.38,5,0.8
199,"Kamioka, Sachiko",JAPN 10B - First Year Japanese II (C00),WI24,3.35,4.67,4.73,4.75,4.74,23,0.5217
200,"McKee, Mayumi Mochizuki",JAPN 10B - First Year Japanese II (D00),WI24,3.33,5.25,4.72,4.55,4.84,20,0.4
201,"Homma, Kunihiko",JAPN 10B - First Year Japanese II (E00),WI24,3.7,4.37,4.9,4.86,4.89,23,0.8695999999999999
202,"Iwamoto, Naoki",JAPN 10B - First Year Japanese II (F00),WI24,3.73,5.50,4.88,4.88,4.84,23,0.3478
